epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,341.286,0.85254,0.63603,1.04523,0.79136,0.79314,0.83487,0.54785,1.28781,1.09739,1.48941,0.000639027,0.000639027,0.000639027
32,352.149,0.84101,0.62695,1.03882,0.86004,0.65685,0.78238,0.54175,1.24187,1.09578,1.43219,0.000630028,0.000630028,0.000630028
33,362.126,0.85011,0.61664,1.02391,0.88188,0.81065,0.85671,0.57545,1.20244,0.97761,1.38184,0.000621029,0.000621029,0.000621029
34,372.973,0.80232,0.5922,1.01621,0.88311,0.79077,0.83662,0.54878,1.29566,1.05852,1.49571,0.00061203,0.00061203,0.00061203
35,384.012,0.82412,0.59007,1.02617,0.86169,0.73146,0.81703,0.5713,1.2387,1.11452,1.40891,0.000603031,0.000603031,0.000603031
36,394.854,0.78637,0.59235,1.01235,0.76714,0.76278,0.8056,0.53748,1.2596,1.15074,1.45372,0.000594031,0.000594031,0.000594031
37,404.46,0.8076,0.59008,1.01121,0.75376,0.83401,0.81259,0.52578,1.29079,1.10772,1.47173,0.000585032,0.000585032,0.000585032
38,415.504,0.79859,0.5783,1.00021,0.85562,0.79923,0.83376,0.56013,1.2818,1.09684,1.46884,0.000576033,0.000576033,0.000576033
39,426.368,0.78855,0.56442,1.00862,0.58395,0.83544,0.81266,0.53912,1.35953,1.13315,1.51815,0.000567034,0.000567034,0.000567034
40,436.872,0.79495,0.5786,1.01119,0.63608,0.86486,0.7804,0.5084,1.30769,1.07782,1.46412,0.000558035,0.000558035,0.000558035
41,447.548,0.76065,0.57186,1.00761,0.84633,0.67459,0.79529,0.53221,1.27454,1.14067,1.48981,0.000549036,0.000549036,0.000549036
42,459.512,0.7674,0.58737,1.01588,0.83881,0.76393,0.85385,0.60275,1.17029,1.09225,1.3727,0.000540037,0.000540037,0.000540037
43,471.825,0.7797,0.56486,0.99745,0.79695,0.74185,0.80509,0.5642,1.24093,0.98768,1.4363,0.000531038,0.000531038,0.000531038
44,482.927,0.77984,0.56604,1.00497,0.65803,0.81058,0.77277,0.52735,1.28738,1.10562,1.40764,0.000522039,0.000522039,0.000522039
45,493.904,0.75914,0.55093,1.00249,0.85887,0.72537,0.80158,0.54273,1.31369,1.07121,1.46816,0.00051304,0.00051304,0.00051304
46,506.093,0.80193,0.57646,1.00814,0.84779,0.68834,0.78395,0.51979,1.3472,1.24904,1.48971,0.00050404,0.00050404,0.00050404
47,517.457,0.76864,0.55296,0.9957,0.57916,0.86998,0.72185,0.46656,1.28512,1.14803,1.48619,0.000495041,0.000495041,0.000495041
48,528.048,0.74594,0.5381,0.99261,0.64633,0.844,0.7481,0.50984,1.25491,1.16881,1.43001,0.000486042,0.000486042,0.000486042
49,539.516,0.77399,0.55943,1.0006,0.76892,0.79937,0.8151,0.5426,1.23117,1.00586,1.38673,0.000477043,0.000477043,0.000477043
50,549.71,0.75603,0.54717,1.00015,0.87144,0.66555,0.78357,0.53277,1.29538,1.09648,1.49655,0.000468044,0.000468044,0.000468044
51,560.187,0.76556,0.53941,0.99343,0.74893,0.8255,0.80567,0.55981,1.26036,1.05033,1.51597,0.000459045,0.000459045,0.000459045
52,571.08,0.75668,0.54076,0.99007,0.71494,0.85235,0.82771,0.54711,1.3158,1.01535,1.5051,0.000450046,0.000450046,0.000450046
53,582.402,0.75264,0.5232,0.98943,0.7439,0.85906,0.84597,0.5729,1.23071,0.98438,1.47185,0.000441047,0.000441047,0.000441047
54,593.443,0.71915,0.51802,0.9894,0.82899,0.76508,0.83629,0.55268,1.25445,1.05012,1.46403,0.000432048,0.000432048,0.000432048
55,602.707,0.75972,0.52171,0.98833,0.76282,0.82942,0.84849,0.55709,1.20984,1.08397,1.41571,0.000423049,0.000423049,0.000423049
56,613.883,0.74605,0.52313,0.98903,0.88101,0.79896,0.86269,0.55232,1.27571,0.99011,1.43992,0.000414049,0.000414049,0.000414049
57,627.03,0.75634,0.51884,0.98883,0.84007,0.81553,0.84986,0.56122,1.19914,0.95591,1.35802,0.00040505,0.00040505,0.00040505
58,637.821,0.72835,0.50682,0.98157,0.87146,0.75984,0.8245,0.55153,1.22095,1.10473,1.45559,0.000396051,0.000396051,0.000396051
59,647.66,0.73825,0.50509,0.99235,0.9141,0.80971,0.85967,0.58339,1.16584,0.98894,1.39267,0.000387052,0.000387052,0.000387052
60,658.499,0.71522,0.49745,0.97366,0.84857,0.81929,0.84865,0.56248,1.24379,0.94917,1.4557,0.000378053,0.000378053,0.000378053
61,669.148,0.71679,0.49273,0.97784,0.87053,0.824,0.85755,0.55867,1.28895,1.00347,1.45167,0.000369054,0.000369054,0.000369054
62,679.777,0.71569,0.48341,0.97821,0.8135,0.82181,0.84834,0.56934,1.28217,1.04611,1.47621,0.000360055,0.000360055,0.000360055
63,690.05,0.72949,0.50036,0.98252,0.89474,0.85066,0.86042,0.56821,1.28138,1.00258,1.48265,0.000351056,0.000351056,0.000351056
64,701.025,0.70663,0.49025,0.97042,0.87367,0.77523,0.82483,0.53587,1.35265,1.08043,1.57641,0.000342057,0.000342057,0.000342057
65,711.835,0.71237,0.49641,0.9776,0.89496,0.82584,0.85842,0.57491,1.29229,1.01602,1.49502,0.000333058,0.000333058,0.000333058
66,722.674,0.6979,0.48347,0.96611,0.86945,0.83828,0.85526,0.5694,1.32331,1.03733,1.4942,0.000324058,0.000324058,0.000324058
67,733.549,0.7137,0.49461,0.97317,0.85844,0.81357,0.84934,0.54749,1.20981,0.98258,1.37787,0.000315059,0.000315059,0.000315059
68,743.994,0.65838,0.46919,0.96754,0.85254,0.79722,0.84605,0.54695,1.28843,1.01179,1.45497,0.00030606,0.00030606,0.00030606
69,754.986,0.72383,0.48938,0.97376,0.79896,0.77506,0.83045,0.54524,1.28717,1.07219,1.49441,0.000297061,0.000297061,0.000297061
70,766.548,0.72378,0.49383,0.97577,0.89687,0.7765,0.84581,0.55869,1.29894,0.99711,1.47936,0.000288062,0.000288062,0.000288062
71,778.408,0.68626,0.4707,0.97543,0.81389,0.81048,0.84921,0.56645,1.28307,0.96421,1.46817,0.000279063,0.000279063,0.000279063
72,789.213,0.67019,0.46106,0.95359,0.85649,0.78104,0.84412,0.57598,1.24987,0.99588,1.46773,0.000270064,0.000270064,0.000270064
73,799.663,0.70601,0.48429,0.9601,0.8069,0.78554,0.8396,0.56649,1.233,0.96003,1.44769,0.000261065,0.000261065,0.000261065
74,810.722,0.68185,0.471,0.96177,0.81966,0.78779,0.84985,0.56556,1.21806,0.9917,1.42213,0.000252066,0.000252066,0.000252066
75,821.545,0.69119,0.46363,0.96119,0.83641,0.83955,0.85958,0.56845,1.23048,0.98103,1.41736,0.000243067,0.000243067,0.000243067
76,831.857,0.68003,0.46853,0.95364,0.89868,0.8192,0.86705,0.57663,1.24257,0.95525,1.4468,0.000234068,0.000234068,0.000234068
77,843.069,0.69384,0.46602,0.96423,0.9026,0.81172,0.85903,0.55887,1.24476,0.96888,1.48362,0.000225068,0.000225068,0.000225068
78,854.017,0.65674,0.46392,0.96246,0.86934,0.80855,0.84759,0.55529,1.20624,0.93454,1.41491,0.000216069,0.000216069,0.000216069
79,864.679,0.67975,0.46153,0.95868,0.86562,0.79961,0.85247,0.58737,1.22475,0.95592,1.44178,0.00020707,0.00020707,0.00020707
80,874.719,0.65921,0.45627,0.95449,0.88599,0.81876,0.85918,0.57317,1.25279,1.06241,1.43292,0.000198071,0.000198071,0.000198071
81,885.79,0.65015,0.44987,0.96096,0.88964,0.81142,0.84773,0.57138,1.19756,1.01,1.43443,0.000189072,0.000189072,0.000189072
82,897.178,0.67351,0.45344,0.95571,0.90035,0.8446,0.85013,0.56025,1.17938,0.99095,1.41252,0.000180073,0.000180073,0.000180073
83,908.136,0.65704,0.44823,0.95698,0.86674,0.83696,0.84068,0.57261,1.14335,0.95381,1.37906,0.000171074,0.000171074,0.000171074
84,917.616,0.66349,0.44855,0.95118,0.84431,0.81147,0.83044,0.56753,1.15565,0.94129,1.37562,0.000162075,0.000162075,0.000162075
85,929.868,0.66996,0.45697,0.95825,0.85948,0.8185,0.83532,0.54261,1.19522,0.9445,1.45427,0.000153076,0.000153076,0.000153076
86,941.717,0.64968,0.44216,0.95053,0.87939,0.81251,0.84284,0.56081,1.20198,0.99844,1.43736,0.000144077,0.000144077,0.000144077
87,952.441,0.63857,0.44463,0.95156,0.83835,0.83637,0.83607,0.54418,1.22405,1.02143,1.48179,0.000135077,0.000135077,0.000135077
88,963.286,0.64046,0.4377,0.94568,0.85876,0.81071,0.82987,0.54279,1.23119,1.02068,1.46814,0.000126078,0.000126078,0.000126078
89,973.867,0.61654,0.4393,0.94655,0.88162,0.81164,0.84693,0.56682,1.17739,0.9706,1.42982,0.000117079,0.000117079,0.000117079
90,984.939,0.65603,0.44799,0.95401,0.86929,0.81485,0.84298,0.55715,1.17158,0.98177,1.43002,0.00010808,0.00010808,0.00010808
91,998.563,0.64207,0.47077,0.93979,0.88157,0.81355,0.85477,0.56946,1.24503,0.98959,1.50147,9.9081e-05,9.9081e-05,9.9081e-05
92,1009.33,0.63003,0.44179,0.93484,0.86975,0.80252,0.85881,0.58806,1.18256,0.96249,1.45273,9.00819e-05,9.00819e-05,9.00819e-05
