epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,539.887,0.74837,0.52044,1.00463,0.78836,0.80609,0.87381,0.59647,1.16412,1.01065,1.39688,0.000540037,0.000540037,0.000540037
43,553.567,0.75796,0.50785,0.99084,0.85939,0.8175,0.86611,0.58604,1.18393,1.0222,1.39856,0.000531038,0.000531038,0.000531038
44,566.25,0.76119,0.50802,0.99856,0.72384,0.71715,0.80469,0.55299,1.15806,1.03735,1.36402,0.000522039,0.000522039,0.000522039
45,578.899,0.73676,0.50044,0.99023,0.86387,0.78343,0.86212,0.57396,1.2653,1.005,1.54196,0.00051304,0.00051304,0.00051304
46,592.006,0.77282,0.51706,0.99269,0.75473,0.788,0.80578,0.55879,1.31147,1.19002,1.5107,0.00050404,0.00050404,0.00050404
47,604.649,0.74723,0.49591,0.98611,0.8607,0.78621,0.8677,0.58119,1.25164,0.91497,1.4763,0.000495041,0.000495041,0.000495041
48,617.391,0.74124,0.48589,0.98976,0.81902,0.83365,0.84418,0.57631,1.23029,0.98974,1.50556,0.000486042,0.000486042,0.000486042
49,630.034,0.75154,0.50711,0.99523,0.87594,0.79038,0.84359,0.57317,1.26115,0.98562,1.50729,0.000477043,0.000477043,0.000477043
50,642.67,0.75736,0.5125,0.99106,0.66671,0.76526,0.78372,0.50061,1.29089,1.19512,1.60261,0.000468044,0.000468044,0.000468044
51,655.292,0.75711,0.49456,0.98692,0.86284,0.80412,0.84929,0.56059,1.31313,1.17277,1.6264,0.000459045,0.000459045,0.000459045
52,667.937,0.72577,0.47797,0.97851,0.80291,0.83705,0.84999,0.56454,1.20481,1.01403,1.48837,0.000450046,0.000450046,0.000450046
53,680.718,0.73048,0.46709,0.97706,0.86522,0.76069,0.83727,0.55966,1.14412,1.00109,1.38079,0.000441047,0.000441047,0.000441047
54,693.495,0.70316,0.46117,0.97507,0.86711,0.77422,0.82273,0.55863,1.11743,1.10085,1.39174,0.000432048,0.000432048,0.000432048
55,706.307,0.73284,0.46733,0.98015,0.83698,0.82886,0.84192,0.56711,1.16576,0.99606,1.3881,0.000423049,0.000423049,0.000423049
56,718.795,0.73634,0.47851,0.97995,0.82894,0.79982,0.82642,0.55117,1.27319,1.1066,1.50378,0.000414049,0.000414049,0.000414049
57,731.591,0.74199,0.47297,0.98089,0.78942,0.84818,0.85523,0.59853,1.15306,0.95221,1.40434,0.00040505,0.00040505,0.00040505
58,744.337,0.70615,0.45578,0.97408,0.86365,0.77188,0.82658,0.59246,1.22079,1.01651,1.44358,0.000396051,0.000396051,0.000396051
59,757.108,0.71078,0.45783,0.98538,0.8575,0.79232,0.84975,0.60102,1.21112,1.01737,1.48817,0.000387052,0.000387052,0.000387052
60,769.925,0.69289,0.44787,0.96475,0.81307,0.84369,0.83975,0.55394,1.23949,1.03267,1.47502,0.000378053,0.000378053,0.000378053
61,782.731,0.68878,0.43838,0.96501,0.84139,0.76872,0.8159,0.56032,1.21227,1.14278,1.44955,0.000369054,0.000369054,0.000369054
62,796.268,0.6903,0.43566,0.96831,0.82202,0.85792,0.83638,0.55722,1.20872,1.06833,1.40086,0.000360055,0.000360055,0.000360055
63,809.162,0.70307,0.45428,0.97156,0.76561,0.86978,0.82546,0.55164,1.07088,0.9768,1.31518,0.000351056,0.000351056,0.000351056
64,822.477,0.67897,0.44255,0.963,0.86467,0.81538,0.85796,0.58812,1.25472,0.98777,1.47831,0.000342057,0.000342057,0.000342057
65,835.477,0.68442,0.45016,0.96685,0.90537,0.83697,0.86404,0.5739,1.26657,0.98132,1.51428,0.000333058,0.000333058,0.000333058
66,848.382,0.67724,0.43704,0.95791,0.83081,0.77783,0.81285,0.55711,1.16973,1.01388,1.40364,0.000324058,0.000324058,0.000324058
67,861.15,0.68866,0.44577,0.96186,0.82183,0.78036,0.82197,0.57615,1.13938,1.01121,1.38322,0.000315059,0.000315059,0.000315059
68,873.731,0.62816,0.41784,0.95319,0.81707,0.85257,0.82579,0.5648,1.18555,1.04275,1.44257,0.00030606,0.00030606,0.00030606
69,886.326,0.68695,0.43561,0.95729,0.83017,0.79577,0.82624,0.59315,1.16265,1.00463,1.43047,0.000297061,0.000297061,0.000297061
70,899.219,0.6745,0.43676,0.95668,0.87932,0.79824,0.8405,0.60719,1.12777,1.08997,1.41509,0.000288062,0.000288062,0.000288062
71,912.264,0.64271,0.4186,0.96172,0.86251,0.7938,0.8215,0.58243,1.07035,1.04642,1.35579,0.000279063,0.000279063,0.000279063
72,926.393,0.6381,0.41815,0.94496,0.79884,0.80095,0.83223,0.5741,1.13704,1.0681,1.39595,0.000270064,0.000270064,0.000270064
73,939.381,0.67867,0.43835,0.94946,0.82787,0.8122,0.84193,0.56604,1.15415,1.09366,1.41403,0.000261065,0.000261065,0.000261065
74,952.145,0.64681,0.42176,0.94769,0.83888,0.85165,0.84568,0.57851,1.17017,0.94957,1.43343,0.000252066,0.000252066,0.000252066
75,964.826,0.64709,0.4178,0.9453,0.8063,0.82584,0.86007,0.6101,1.14537,1.02336,1.46336,0.000243067,0.000243067,0.000243067
76,977.995,0.63332,0.4159,0.94035,0.87582,0.75798,0.83663,0.59987,1.11537,1.0003,1.39305,0.000234068,0.000234068,0.000234068
77,991.247,0.65688,0.42049,0.95051,0.78462,0.84552,0.83719,0.57676,1.16229,1.04616,1.37921,0.000225068,0.000225068,0.000225068
78,1004.52,0.61395,0.40645,0.94942,0.79971,0.81968,0.84842,0.57133,1.15992,0.9503,1.38566,0.000216069,0.000216069,0.000216069
79,1017.54,0.64133,0.41237,0.9463,0.85062,0.80967,0.8413,0.58222,1.16092,0.99574,1.40595,0.00020707,0.00020707,0.00020707
80,1031.35,0.61579,0.40215,0.94117,0.82299,0.80444,0.83848,0.58757,1.16098,0.99745,1.39448,0.000198071,0.000198071,0.000198071
81,1044,0.60358,0.39703,0.94038,0.83355,0.76683,0.82489,0.5719,1.12167,1.03298,1.35637,0.000189072,0.000189072,0.000189072
82,1056.56,0.62252,0.40505,0.93788,0.80482,0.81254,0.83984,0.59565,1.12502,0.96972,1.38209,0.000180073,0.000180073,0.000180073
83,1069.05,0.60907,0.3948,0.94204,0.88118,0.80204,0.8422,0.57692,1.11811,0.90867,1.37231,0.000171074,0.000171074,0.000171074
84,1081.56,0.61335,0.39869,0.93669,0.85542,0.79998,0.84437,0.58806,1.13033,0.91998,1.39742,0.000162075,0.000162075,0.000162075
85,1094.24,0.62741,0.40445,0.94515,0.86003,0.7798,0.84726,0.58926,1.1653,0.92877,1.42789,0.000153076,0.000153076,0.000153076
86,1106.87,0.59724,0.3879,0.93568,0.84272,0.80088,0.84535,0.58945,1.21304,0.97913,1.49387,0.000144077,0.000144077,0.000144077
87,1119.55,0.59231,0.38516,0.93519,0.84277,0.80075,0.83846,0.59689,1.17644,0.96906,1.44432,0.000135077,0.000135077,0.000135077
88,1132.46,0.59414,0.38411,0.93327,0.82556,0.82366,0.85734,0.61147,1.14547,0.88284,1.42485,0.000126078,0.000126078,0.000126078
89,1145.33,0.56603,0.383,0.92995,0.86057,0.81415,0.84706,0.60463,1.14572,0.87142,1.44007,0.000117079,0.000117079,0.000117079
90,1158.55,0.59757,0.39038,0.93409,0.80217,0.7883,0.82796,0.60233,1.15034,0.93059,1.43802,0.00010808,0.00010808,0.00010808
91,1173.93,0.57192,0.39119,0.91055,0.77243,0.81756,0.82183,0.57131,1.14759,1.01892,1.39345,9.9081e-05,9.9081e-05,9.9081e-05
92,1186.66,0.58229,0.38614,0.90943,0.85478,0.78727,0.83842,0.59212,1.12077,0.9989,1.39042,9.00819e-05,9.00819e-05,9.00819e-05
93,1198.69,0.55337,0.36477,0.89908,0.88277,0.79844,0.8375,0.59458,1.09057,0.94055,1.36006,8.10828e-05,8.10828e-05,8.10828e-05
94,1211.05,0.55796,0.36325,0.9063,0.88118,0.79829,0.84789,0.60554,1.08402,0.93144,1.35902,7.20837e-05,7.20837e-05,7.20837e-05
95,1223.3,0.53041,0.36017,0.89717,0.8723,0.83522,0.86093,0.59974,1.12103,0.9357,1.38815,6.30846e-05,6.30846e-05,6.30846e-05
96,1235.6,0.5345,0.35026,0.90181,0.86469,0.80896,0.85374,0.5934,1.0964,0.94562,1.35378,5.40855e-05,5.40855e-05,5.40855e-05
97,1247.97,0.54685,0.35694,0.90028,0.85817,0.80807,0.84507,0.60012,1.0957,0.92087,1.35329,4.50864e-05,4.50864e-05,4.50864e-05
98,1260.63,0.52123,0.34454,0.89123,0.86134,0.82718,0.84726,0.59682,1.09407,0.94628,1.33892,3.60873e-05,3.60873e-05,3.60873e-05
99,1273.99,0.53466,0.34947,0.89054,0.86358,0.82699,0.84755,0.60148,1.11366,0.94607,1.36085,2.70882e-05,2.70882e-05,2.70882e-05
100,1286.73,0.53492,0.35317,0.8836,0.86914,0.82047,0.8518,0.60335,1.113,0.953,1.36327,1.80891e-05,1.80891e-05,1.80891e-05
