epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,568.166,0.73081,0.48738,0.97306,0.88967,0.84543,0.86004,0.60783,1.09692,0.927,1.37621,0.000441047,0.000441047,0.000441047
54,578.11,0.70236,0.48961,0.97297,0.92779,0.83393,0.85928,0.57824,1.14387,0.98016,1.43682,0.000432048,0.000432048,0.000432048
55,588.75,0.7445,0.4871,0.97556,0.82853,0.82256,0.83017,0.57553,1.15599,1.09645,1.40972,0.000423049,0.000423049,0.000423049
56,599.332,0.73183,0.49697,0.97314,0.82767,0.82555,0.85159,0.59806,1.1642,1.02494,1.47775,0.000414049,0.000414049,0.000414049
57,610.003,0.73698,0.49125,0.97309,0.86666,0.78122,0.85313,0.59597,1.19233,0.9803,1.48824,0.00040505,0.00040505,0.00040505
58,620.067,0.70631,0.48929,0.96533,0.83522,0.81552,0.84641,0.58299,1.14737,1.12544,1.43272,0.000396051,0.000396051,0.000396051
59,630.868,0.72746,0.49057,0.98058,0.84234,0.83462,0.85401,0.57883,1.13226,1.09078,1.37276,0.000387052,0.000387052,0.000387052
60,642.104,0.71271,0.48063,0.96538,0.85715,0.81322,0.83884,0.56937,1.16925,1.01176,1.37674,0.000378053,0.000378053,0.000378053
61,653.849,0.70518,0.47179,0.96685,0.84851,0.79317,0.82526,0.56137,1.18776,1.0255,1.4201,0.000369054,0.000369054,0.000369054
62,662.993,0.70409,0.45811,0.96541,0.86047,0.83249,0.84744,0.60215,1.15347,1.07174,1.34736,0.000360055,0.000360055,0.000360055
63,674.299,0.71216,0.47237,0.96704,0.80609,0.85146,0.84404,0.57061,1.16465,1.07107,1.35899,0.000351056,0.000351056,0.000351056
64,684.845,0.68998,0.4562,0.95451,0.8485,0.81756,0.8385,0.5628,1.26099,1.01273,1.47512,0.000342057,0.000342057,0.000342057
65,695.729,0.68552,0.46108,0.96176,0.87961,0.83664,0.84826,0.57278,1.21313,0.9966,1.4925,0.000333058,0.000333058,0.000333058
66,705.49,0.68791,0.4633,0.95438,0.85905,0.83799,0.84304,0.56519,1.25731,0.98339,1.52145,0.000324058,0.000324058,0.000324058
67,716.269,0.70712,0.4684,0.96227,0.8317,0.84049,0.84929,0.58123,1.16296,0.93589,1.41428,0.000315059,0.000315059,0.000315059
68,727.183,0.64354,0.4466,0.95343,0.78958,0.87719,0.83888,0.57159,1.18281,0.94992,1.40118,0.00030606,0.00030606,0.00030606
69,738.18,0.71006,0.46083,0.95512,0.84011,0.85476,0.84411,0.56101,1.27445,1.03212,1.46752,0.000297061,0.000297061,0.000297061
70,747.743,0.70413,0.46167,0.95949,0.87466,0.84385,0.84131,0.58635,1.18806,1.0323,1.39835,0.000288062,0.000288062,0.000288062
71,758.677,0.65607,0.44011,0.96369,0.84235,0.84287,0.84446,0.5914,1.13703,1.00081,1.38134,0.000279063,0.000279063,0.000279063
72,769.723,0.65049,0.43417,0.94134,0.83335,0.83073,0.8512,0.59242,1.13771,1.05031,1.35542,0.000270064,0.000270064,0.000270064
73,780.245,0.68749,0.45401,0.94913,0.85324,0.8447,0.84796,0.5901,1.17782,0.99625,1.40223,0.000261065,0.000261065,0.000261065
74,790.131,0.66473,0.44316,0.94949,0.87058,0.83647,0.86415,0.63579,1.16057,0.98322,1.35791,0.000252066,0.000252066,0.000252066
75,802.061,0.67677,0.44394,0.94806,0.81817,0.86043,0.87426,0.61707,1.14191,0.94514,1.36375,0.000243067,0.000243067,0.000243067
76,812.798,0.66118,0.43808,0.94542,0.84732,0.86825,0.87177,0.62076,1.12254,0.89405,1.36064,0.000234068,0.000234068,0.000234068
77,823.548,0.68349,0.43822,0.95157,0.80711,0.87821,0.87131,0.61854,1.12712,0.91448,1.38427,0.000225068,0.000225068,0.000225068
78,833.314,0.64411,0.43023,0.95396,0.86708,0.86409,0.86229,0.60215,1.12551,0.92496,1.40888,0.000216069,0.000216069,0.000216069
79,844.073,0.67128,0.43701,0.94759,0.86834,0.85564,0.85086,0.59773,1.16252,0.95585,1.43585,0.00020707,0.00020707,0.00020707
80,855.081,0.63822,0.42306,0.94159,0.84591,0.87664,0.85255,0.61645,1.10038,0.92731,1.34073,0.000198071,0.000198071,0.000198071
81,865.443,0.62677,0.42098,0.94538,0.87522,0.85403,0.85735,0.60751,1.08329,0.87747,1.3541,0.000189072,0.000189072,0.000189072
82,875.44,0.65091,0.42401,0.94079,0.85788,0.88159,0.85974,0.59007,1.0831,0.90614,1.33183,0.000180073,0.000180073,0.000180073
83,885.904,0.6367,0.41694,0.9424,0.83964,0.88065,0.85849,0.60031,1.12102,0.92056,1.42631,0.000171074,0.000171074,0.000171074
84,896.9,0.63693,0.4235,0.93594,0.85404,0.85499,0.84624,0.58641,1.14911,0.91984,1.42214,0.000162075,0.000162075,0.000162075
85,908.057,0.65546,0.4272,0.94882,0.84555,0.86974,0.85689,0.58412,1.20877,0.97201,1.49667,0.000153076,0.000153076,0.000153076
86,917.55,0.63223,0.41762,0.9375,0.84213,0.85479,0.85116,0.57222,1.2317,1.07134,1.47507,0.000144077,0.000144077,0.000144077
87,928.462,0.61912,0.41659,0.93531,0.84917,0.84806,0.86576,0.58595,1.16818,1.00887,1.4145,0.000135077,0.000135077,0.000135077
88,939.18,0.62346,0.40728,0.93522,0.83808,0.85653,0.85944,0.59157,1.12451,0.97155,1.39152,0.000126078,0.000126078,0.000126078
89,950.363,0.59359,0.40479,0.93485,0.84186,0.87716,0.86932,0.61039,1.11069,0.89325,1.36496,0.000117079,0.000117079,0.000117079
90,961.469,0.63497,0.41662,0.93619,0.8453,0.86945,0.86616,0.61497,1.08145,0.90335,1.34636,0.00010808,0.00010808,0.00010808
91,976.035,0.62019,0.44029,0.91315,0.81767,0.87597,0.84839,0.58158,1.13753,0.91277,1.40941,9.9081e-05,9.9081e-05,9.9081e-05
92,985.608,0.60805,0.41737,0.90917,0.84779,0.84795,0.85516,0.58743,1.10635,0.92448,1.3924,9.00819e-05,9.00819e-05,9.00819e-05
93,995.886,0.58829,0.39271,0.89758,0.86545,0.83918,0.85717,0.59974,1.08479,0.951,1.35183,8.10828e-05,8.10828e-05,8.10828e-05
94,1005.55,0.59567,0.39278,0.90324,0.87131,0.84091,0.85924,0.60328,1.07962,0.98374,1.32481,7.20837e-05,7.20837e-05,7.20837e-05
95,1014.98,0.56911,0.38973,0.89486,0.86047,0.84353,0.85521,0.61227,1.0633,0.95557,1.32116,6.30846e-05,6.30846e-05,6.30846e-05
96,1025.03,0.56928,0.37764,0.90085,0.84296,0.84029,0.85368,0.60943,1.05034,0.9516,1.31421,5.40855e-05,5.40855e-05,5.40855e-05
97,1035.11,0.57697,0.38202,0.89383,0.85057,0.84015,0.85554,0.62191,1.05495,0.94735,1.31577,4.50864e-05,4.50864e-05,4.50864e-05
98,1044.78,0.56067,0.3766,0.89027,0.85501,0.84653,0.85553,0.62538,1.0619,0.96341,1.3182,3.60873e-05,3.60873e-05,3.60873e-05
99,1054.62,0.57192,0.37754,0.88877,0.856,0.84206,0.85457,0.61789,1.07287,0.96177,1.33211,2.70882e-05,2.70882e-05,2.70882e-05
100,1065.37,0.56783,0.37914,0.88354,0.85305,0.84148,0.85731,0.62584,1.07932,0.9735,1.3328,1.80891e-05,1.80891e-05,1.80891e-05
